UniProt ID(supplied by UniProt)	NCBI Gene ID(supplied by NCBI)
	7120
	7121
	7117
O14604	9087
P63313	9168
	100506723
	100873786
P0CG34	11013
P0CG35	286527
	100128594
Q8IUR5	83857
Q8N394	160335
Q6ZXV5	160418
Q5T4D3	84899
Q9BVT8	83590
Q71RG4	79089
Q9H3N1	81542
Q9Y320	51075
	100528016
	100233198
Q96JJ7	54495
Q9H1E5	56255
P24821	3371
P01375	7124
Q13829	7126
Q03169	7127
P21580	7128
P98066	7130
O95379	25816
Q8WVP5	126282
Q6P589	79626
Q5GJ75	388121
P19438	7132
P20333	7133
P43489	7293
O95407	8771
P28908	943
Q07011	3604
O00220	8797
	110806274
O14763	8795
O14798	8794
Q9UBN6	8793
Q9Y6Q6	8792
O00300	4982
Q9NP84	51330
O14836	23495
Q96RJ3	115650
Q92956	8764
	115110
Q02223	608
Q9Y5U5	8784
Q9NS68	55504
O75509	27242
Q93038	8718
P23510	7292
P32971	944
P41273	8744
P50591	8743
O14788	8600
O43508	8742
	407977
O75888	8741
Q9Y275	10673
O43557	8740
O95150	9966
Q9UNG2	8995
Q9UKE5	23043
Q15025	10318
Q8NFZ5	79155
Q96KP6	79931
Q13470	8711
Q07912	10188
	100128262
O95271	8658
Q9C0C2	85456
Q9H2K2	80351
	100507633
Q9H2S6	64102
Q9UQP3	63923
P63316	7134
P02585	7125
P19237	7135
P48788	7136
P19429	7137
Q59H18	51086
P13805	7138
P45379	7139
P45378	7140
P09430	7141
Q05952	7142
Q92973	3842
	100418919
	252968
	339257
O14787	30000
Q9Y5L0	23534
Q92752	7143
	100874256
Q8NDV7	27327
Q9UPQ9	23112
Q9HCJ0	57690
	100131096
	27321
O15417	84629
	644962
	27320
	340221
Q9HBL0	7145
Q63HR2	23371
Q68CZ2	64759
Q8IZW8	84951
Q16473	7146
P22105	7148
P50616	10140
	400604
Q14106	10766
	222699
Q96GM8	114034
Q9Y4F4	23116
Q6ZUX3	165186
Q9H0E2	54472
	255512
O60784	10043
O75674	10040
Q6ZVM7	146691
Q8N4H5	401505
Q96B49	100188893
Q9P0U1	54543
Q15388	9804
Q6UXN7	387990
	105369446
	101927540
	106480301
	100129272
Q9NS69	56993
	100499416
	100499417
	122038
	100874517
	390007
	100287573
Q15785	10953
O96008	10452
Q969M1	84134
	642661
	729057
	646639
	100422473
O94826	9868
Q96HA7	4796
	100287098
P11387	7150
Q969P6	116447
	7151
	7152
P11388	7153
Q02880	7155
Q13472	7156
O95985	8940
	23751
Q8N9V7	375337
Q92547	11073
Q9NS56	10210
	347281
O14656	1861
Q5JTV8	26092
Q8NFQ8, Q9H496	163590
O14657	27348
	100420888
Q5JU69, Q8N2E6	27433
Q9H497	64222
Q9NXH8	54863
O94900	9760
Q96NM4	84969
O15405	27324
O94842	9878
	285412
P04637	7157
Q9HCN2	63970
Q12888	7158
Q13625	7159
	94299
	102800311
Q53FA7	9540
O14683	9537
Q8NBR0	90313
Q96A56	94241
Q8IXH6	58476
Q96S44	112858
	11257
Q9ULZ0	24150
Q9ULZ0	729355
Q9ULZ0	653550
Q9ULZ0	729264
Q9ULZ0	102724101
Q9ULZ0	102724127
	106660619
	100130700
Q9Y2B4	27296
Q9H3D4	8626
O15350	7161
	57212
Q13641	7162
P0DKB5	100507050
Q9ULQ1	53373
Q8NHX9	219931
P55327	7163
Q16890	7164
O43399	7165
Q96J77	89882
Q6ZTW0	91978
Q68CL5	25941
P17752	7166
Q8IWU9	121278
P60174	7167
	729708
	286016
	728402
	728629
Q9H3S4	27010
P09493	7168
	111064646
P07951	7169
P06753	7170
	252956
	170555
	106478937
	402643
	644330
	653758
	751599
	646839
	147804
P67936	7171
	644566
P51580	7172
	400650
	100420393
	100129277
	100129298
P07202	7173
O14773	1200
P29144	7174
O94811	11076
P59282	122664
Q9BW30	51673
P12270	7175
Q86W33	131601
Q6ZUI0	285386
	100874043
	100874027
Q5T0D9	127262
	100130490
Q9Y3C4	51002
	101060176
	106480804
Q4KMQ1	286262
Q8N7U7	284355
	503628
	503627
Q17RH7	348825
Q15661	7177
P20231	64499
Q9BZJ3	23430
Q9NRR2	25823
	100129339
	650474
O60507	8460
O60704	8459
	100420710
P13693	7178
	100190939
	100131268
	100128483
	100421439
	285741
	100421420
	643870
	102723852
Q9HAU6	59347
	389787
	101928715
	102724868
	100421480
	643421
	100128521
P56180	7179
Q6XPS3	93492
Q5T6R2	646405
	644623
	220115
	286573
	100616668
	374491
	387590
	400927
	102800317
Q9ULW0	22974
P0DSE1	6955
	100189346
	100189093
	100189295
	100189299
	100189046
	100189047
	100189042
	100189092
	100009604
	100189398
	100189156
	100189423
	100189128
	100009603
	100189369
	100189327
	100189106
	100189411
	100189060
	100189358
	100189117
	100189312
	100189353
	100189341
	100189212
	100189246
	100189116
	100189192
	100189434
	100189468
	100189308
	100189400
	100189021
	100189033
	100189395
	100189149
	100189114
	100189280
	100189232
	100189339
	100189066
	100189082
	7154
	100189256
	100189529
	100189469
Q13595	29896
P62995	6434
Q9H4I3	80305
Q86V40	129293
A6NFA1	388630
P01848	28755
Q15628	8717
Q13077	7185
Q12933	7186
Q13114	7187
Q8TDR0	26146
O43734	10758
	643749
Q9Y228	80342
Q9BUZ4	9618
O00463	7188
Q9Y4K3	7189
	644871
Q6Q0C0	84231
O14545	10906
Q9BWF2	10293
	28754
	28753
A0A075B6Y3	28752
	28751
	28750
	28749
	28748
	28747
	28746
	28745
	28744
	28743
	28742
	28741
	28740
	28739
	28738
	28737
	28736
	28735
	28734
	28733
	28732
	28731
	28730
	28729
	28728
	28727
	28726
	28725
	28724
	28723
	28722
	28721
	28720
	28719
	28718
	28717
	28716
	28715
	28714
A0A075B6Y9	28713
	28712
	28711
	28710
	28709
	28708
	28707
	28706
	28705
	28704
	28703
	28702
	28701
	28700
	28699
	28698
	28697
	28696
	28695
	28694
Q9UPV9	22906
O60296	66008
Q15629	23471
Q8N609	133022
Q15035	9697
	401264
O15050	9881
Q12931	10131
Q9Y5R8	58485
P0DI81	6399
P0DI82	10597
Q9UL33	51693
	27196
	27195
	27194
	27193
	27192
	392597
	414751
	414753
	414752
O43617	27095
Q5T215	100128327
Q9Y296	51399
Q8IUR0	126003
O75865	79090
Q86SZ2	122553
Q9Y2L5	22878
Q96Q05	83696
P48553	7109
Q7Z392	60684
Q8WVT3	51112
	100861515
A5PLN9	80006
	646193
Q8IXB3	286753
Q6PIZ9	50852
A0A0B4J248	28693
A0A0B4J238	28692
A0A0B4J234	28691
A0A0B4J244	28690
A0A0B4J268	28689
A0A0B4J249	28688
A0A075B6T7	6956
A0A075B6U4	28686
A0A0A6YYK1	28685
A0A0B4J237	28684
A0A0A6YYJ7	28683
P01737	28682
	28681
A0A0B4J262	28680
	28679
A0A075B6T8	28678
A0A087WT02	28677
A0A0B4J240	28676
	28675
A0A0B4J245	28674
A0A075B6T6	28673
A0A0B4J271	28672
A0A0B4J241	28671
A0A0B4J235	28670
A0A0A6YYC5	28669
	28668
A0A0A6YYK6	28667
A0A0B4J275	28666
A0A075B6X5	28665
A0A0A6YYK7	28664
A0A0B4J274	28663
A0A0B4J279	28662
A0A0B4J277	28661
A0A075B6W5	28660
A0A0B4J272	28659
A0A0B4J276	28658
A0A087WT03	28657
A0A0B4J265	28656
A0A087WT01	28655
	28654
P04437	28653
A0A087WSZ9	28652
	28651
	28650
	28649
A0A0B4J273	28648
P0DPF4	28647
A0A075B6V5	28646
	28645
A0A0B4J264	28644
A0JD32	28643
A0A0B4J263	28642
A0A0B4J280	28641
A0A0B4J266	28640
P0DSE2	6957
P01850	28639
A0A5B9	28638
P0DPI4	28637
	28636
A0A0J9YXA8	28635
A0A0J9YX06	28634
A0A0J9YWP8	28633
A0A0J9YXG5	28632
A0A0J9YXM7	28631
A0A0J9YWX3	28630
A0A0A0MTA7	28629
A0A0A0MT94	28628
	28627
A0A0B4J200	28626
A0A0A0MT87	28625
A0A0A0MTA4	28624
A0A0A0MT70	28623
A0A0A0MT78	28622
	28621
A0A1B0GX68	28620
A0A576	28619
	28618
A0A577	28617
A0A539	28616
A0A589	28615
A0A578	28614
	28613
	28612
A0A0C4DH59	28611
A0A597	28610
A0A599	28609
	28608
A0A5A2	28607
A0A0K0K1D8	28606
A0A0J9YXY3	28605
P0DPF7	28604
A0A1B0GX49	28603
A0A0K0K1A5	28602
A0A0A6YYG2	28601
	28600
A0A0A6YYG3	28599
A0A0J9YX75	28598
	28597
A0A1B0GXF2	28596
	28595
A0A1B0GX95	28594
	28593
A0A1B0GX31	28592
A0A0K0K1E9	28591
A0A1B0GX51	28590
P04435	28589
	28588
	28587
A0A0B4J1U6	28586
A0A0K0K1A3	28585
A0A0K0K1G8	28584
A0A0K0K1G6	28583
A0A0K0K1C0	28582
A0A584	28581
A0A5A6	28580
	28579
	28578
P01733	28577
A0A0B4J2E0	28576
A0A1B0GX78	28575
A0A0A6YYD4	28574
A0A5B0	28573
	28572
A0A087WV62	28571
	28570
A0A087X0M5	28569
A0A075B6N1	28568
A0A075B6N2	28567
	6962
	28566
	6959
	28565
	246283
	28564
	28552
A0A075B6N3	28563
	6961
A0A075B6N4	28562
	6960
	28561
	246285
A0A0K0K1C4	28560
A0A5B6	28559
A0A5B7	28558
	6958
A0A0K0K1B3	28557
	28556
	246286
	28555
	103106900
	100189508
	100189144
	100189197
	100189052
	100189105
	100189414
	100189097
	100189090
	100189155
	100189179
	103456508
	100189359
	100189250
	100189413
	100189376
	100189379
	100189305
	100189008
	100189075
	100189357
	100189435
	100189267
	100189146
	100189289
	100189049
	100189177
	100189355
	100189375
	100189029
	100189194
	7183
	100189447
	6964
	100189207
	100189412
	100189235
	100189290
	100189134
	100189120
	100189158
	100189292
	100189239
	100189343
	100189347
	100189383
	100189200
	100188994
	100189061
	100189150
	100189087
	100189431
	7192
	100189495
B7Z8K6	28526
P0DPR3	28525
	28524
	28523
A0A075B706	28522
	28521
	28520
	28519
O14717	1787
Q13061	10345
	101927990
A0A1B0GX56	28518
A0JD36	28517
A0JD37	28516
	100189384
	100189091
	100189385
	100189259
	100189017
	100189024
	100189269
	100189409
	100189007
	100189506
	100189236
	100189417
	100189491
	100189044
	100189494
	100189532
	100189488
	100189440
	100189459
	100189450
	100189527
	100189528
	100189113
	100189492
	100189418
	100189333
	100189030
	100189063
	7193
	103456506
	100189407
	100189031
	100189465
	100189457
	100189068
	100189518
	100189454
	100189129
	100189000
	100189054
	100189485
	100189484
	100189210
O43280	11181
	768086
Q9NP99	54210
Q9NZC2	54209
Q86YW5	340205
Q5T2D2	79865
	340206
Q6UXN2	285852
	221438
Q96PN7	55809
	100887755
Q9NSU2	11277
Q9BQ50	11219
	100189137
	100189254
	100189415
	100009606
	100189251
	100189306
	100009605
	100189170
	100189293
	100189145
	100189262
	100189421
	100189446
	100189533
	100189497
	100189472
	100189471
	6965
	100506776
	103456505
	100189298
	100189231
	64717
	100189277
	100189486
	100189045
	100189498
	100189458
	103539958
	100189366
	100189252
	100189230
	100189160
	100189284
	100189380
	100189208
	100189314
	100188985
	100189163
	7196
	7198
	100189274
	100189220
	100189081
	7197
	100189064
	100189260
	100189141
	100189188
	100189039
	100189011
	100189206
	100188997
	100189460
	100189511
P0CF51	6966
P03986	6967
A0A075B6S0	6968
	6969
	6970
	6971
	6972
	6973
A0A075B6R0	6974
P03979	6976
A0A0C4DH28	6977
A0A0B4J1U4	6978
	6979
	6980
	6981
A0A0C4DH27	6982
Q99603	6983
	6984
	6985
	6986
	6987
P20396	7200
	100188991
	100189334
	100189307
	100189174
	100188987
	100009607
	100188986
	100188988
	100189065
	100189350
	100189242
Q9UKU6	29953
	283392
P34981	7201
	100189249
	100189071
	100189213
	100189393
	100189153
	100189336
	100189310
	100189275
	100189387
	100189372
	100189148
	100189401
	100189095
	7202
	100189462
	100189474
	100189481
	100189132
	100189050
	100189427
	100189324
	100189265
	100189028
	100189131
	100189348
O43715	51499
	100289619
Q96RU8	10221
Q92519	28951
Q96RU7	57761
Q7L0X0	9865
Q9C040	23321
O75382	10612
Q9C037	89122
Q9C035	85363
Q9C030	117854
	445372
Q9C029	81786
Q9BZR9	81603
Q9C026	114088
Q9UDY6	10107
Q96F44	81559
O60858	10206
Q14142	9830
Q9C019	89870
O95361	10626
Q309B1	147166
Q9Y577	51127
P19474	6737
Q8IYM9	10346
P36406	373
O15164	8805
Q14258	7706
Q12899	7726
	404024
P14373	5987
Q13263	10155
Q14134	23650
Q9BZY9	11074
	104533120
Q13049	22954
Q9UPN9	51592
Q9BYJ4	53840
Q9UPQ4	23087
Q9NQ86	55521
	100874338
O94972	4591
O00635	10475
Q9HCM9	56658
	202658
Q6P9F5	135644
Q8WV44	90933
Q8IWZ5	287015
Q96BQ3	129868
A6NCK2	653192
	643445
Q96DX7	54765
Q9H8W5	80263
Q7Z4K8	80128
Q96LD4	91107
Q8IWZ4	79097
P0CI25	57093
A6NDI0	283116
P0CI26	642612
C9J1S8	399939
C9J1S8	729384
Q86XT4	135892
Q9BSJ1	84767
	399937
	100130105
	100419945
	399940
	283257
	120824
	440041
	643126
Q96A61	84851
	100507602
	642569
	642425
	340970
Q9BYV2	57159
Q9BYV6	84675
Q9BRZ2	81844
Q8NG06	25893
Q8IWR1	286827
Q495X7	166655
	100420362
	100420363
	100420364
	100420367
	100420368
	100420369
	100420370
	100420373
	100420374
	100420376
	100420377
	100420378
	100132195
	653794
	100420405
	100420412
	100420414
	100420415
	100533672
Q5EBN2	391712
Q9BVG3	55223
Q969Q1	84676
A6NGJ6	120146
A6NI03	642446
A6NLI5	646754
	727828
	440061
	390233
Q6PJ69	201292
O15016	9866
Q6ZTA4	440730
Q6AZZ1	55128
Q86WT6	140691
Q2Q1W2	131405
Q6ZMU5	493829
Q86UV7	375593
Q86UV6	378108
A6NK02	391714
I1YAP6	390231
	646770
	106480328
Q8N9V2	339976
Q8N7C3	205860
O75962	7204
Q9H2D6	11078
Q15650	9325
Q15654	7205
Q15642	9322
Q15643	9321
Q14669	9320
Q15645	9319
Q629K1	286144
Q9BQ61	79002
Q9H3H1	54802
	100189107
	100189013
	100189198
	100189399
	790966
	100189110
	100189282
	100189119
	100189062
	100189209
	100188995
	101056699
	100189244
	100189180
	100189367
	100189311
	100189464
	100189439
	100189467
	100188999
	100189536
	100189125
	100189294
	100189122
	100189425
	100189234
	100049613
	7206
	100189053
	100189238
	100189182
	100189332
	100189098
	100189390
	100189480
	100189104
	100189051
	100189539
	100189514
	100189504
	100189392
	100189519
	100189362
	100189273
	100189004
	100189328
	100189202
	7207
	100189291
	100189169
	100189118
	100189043
	100189429
	100189493
	100189349
	103456511
	100189237
	100189301
	100189038
	100189199
	100189370
	100189003
	100189499
	100189394
	100189009
	100189316
	100189364
	100189139
	100189018
	100189288
	100189130
	100189089
	100189204
	100189313
	100189164
	100189240
	100189067
	100189175
	7208
	100189151
	100189032
	100189441
	100189201
	100189135
	100189216
	100189111
	100189100
	100189354
	100189391
	100189303
	100189226
	100189085
Q9BU70	51531
Q9NXH9	55621
Q7Z2T5	81627
Q8IZ69	27037
Q96GJ1	79979
	106481789
Q32P41	57570
Q9UJA5	51605
Q9P272	57604
Q8TBZ6	93587
Q6PF06	158234
Q7L0Y3	54931
Q7Z4G4	60487
Q53H54	55039
Q9NUP7	54482
Q8IYL2	152992
Q96FX7	115708
Q9BVS5	55006
Q9UI30	51504
	100288861
	106479033
	729667
	100288173
	106480784
	391358
	100287567
O75648	55687
	100189320
	103581030
	100189126
	7214
	100189402
	100189083
	100189036
	100189176
	100189195
	100189323
	100189127
	791226
	101822346
	791227
	100189005
	100189059
	100189304
	100189193
	100189517
	100189108
	100189257
	100189356
	100189183
	100188996
	100189233
	100189069
	100189271
	100189079
	100189165
	100189338
	100189096
	103456509
	100189381
	100189266
	100873961
	100189534
	100189490
Q9NX07	54952
Q6NT89	388610
Q96Q11	51095
Q12816	7216
Q12815	10024
	100189020
	100189019
	100189223
	100189276
	100189072
	7217
	7218
	100189136
	100189296
	100189361
	100189530
	100189482
	100189476
	100189211
	100189221
	100189124
	100189172
	100189455
	100189286
	100189224
	7219
	100189088
	100189335
	100189388
	100189281
	100189483
	100189515
O75762	8989
P48995	7220
	7221
Q13507	7222
Q9UBN4	7223
Q8TEL6	26133
Q9UL62	7224
A6NMA1	100329135
Q9Y210	7225
	644218
Q9HCX4	57113
	100874024
	106478968
Q7Z4N2	4308
O94759	7226
	101928607
Q9HCF6	80036
Q8TD43	54795
Q9NZQ8	29850
Q9BX84	140803
Q96QT4	54822
Q7Z2W7	79054
Q9UHF7	7227
Q86TN4	83707
Q8NER1	7442
Q9Y5S1	51393
Q8NET8	162514
Q9HBA0	59341
Q9NQA5	56302
Q9H1D0	55503
	100189287
	100189189
	100189121
	100189317
	7228
	100189268
	100189386
	100189140
	100189056
	100189261
	100189329
	100189214
	100188998
	100189217
	100189154
	100189531
	100189322
	100189452
	100189389
	100189538
	100189523
	100189016
	100189503
	100189302
	100189351
	7229
	100189138
	100189321
	100189185
	100189074
	100189422
	100189473
	100189026
	100189444
	100189505
	100189509
	100189010
	100189396
	7231
	100189243
	100189103
	100189167
	100189099
	100189428
	100189365
	100189084
	100189173
	7233
	100189078
	100189181
	100189168
	100189406
	100189270
	100189449
	100189443
	100189502
	100189537
	100189264
	100189410
	100189371
	7232
	100189034
	100189025
	100189133
	7230
	100189109
	100189115
	100189166
	100189012
Q9Y4A5	8295
	100189526
	100189352
	100189382
	100189077
	23437
	100189247
	100189248
	100189184
	790951
	100189070
	100189432
	100189420
	100189487
	100189037
	100189041
	100189205
	100189152
	100189157
	100189002
	100189285
	100189225
	100189229
	100189331
	100189159
	100189218
	100189279
	94017
	100189430
	23540
	100189426
	100189442
	100189470
	100189080
	100189330
	100189453
	100189187
	100189222
	100189006
	100189319
	100189340
	100189433
	100189374
	100189438
	100189143
	7238
	100189035
	100189086
	100189360
	100189245
	100189300
	100189258
	100189344
	100189378
	7237
	100189419
	100189263
	7236
	7234
	7235
	100188989
Q8WWH5	142940
O95900	26995
	103482529
	103482523
	103482527
	103482530
	103482524
	103482525
	103482531
	103482528
	103482526
	103482532
	100189318
	100188990
	7241
	7239
	791230
	100188992
	791231
	100189161
	100189014
	100189178
	100189404
	100189373
	7240
	791232
	100189541
	100049614
	100189227
	100189363
	100189416
	100189326
	100189228
	100189368
	100189101
	100189142
	100189196
	100873876
	103456510
	100189479
	100189073
	100189500
	100189477
	100188993
	100189191
	100189283
	100189342
	100189408
	100189123
	100189203
	100189436
	100189048
	100189112
	100189171
	100189190
	100189309
	7246
	100189015
	7210
	100189094
	100189040
	100189345
	100189297
	100189315
	100189255
	7212
	100189186
	100189253
	100189272
	100189022
	100189162
	100189405
	100189437
	100189102
	100189424
	100009602
	100189001
	100189219
	100009601
	100189337
	100189057
	100189278
	100189507
	100189496
Q96A04	128229
Q5SRN2	10665
	101929163
Q92574	7248
P49815	7249
Q15714	8848
	641467
O75157	9819
Q99576	1831
Q9Y3Q8	81628
Q8NCE0	80746
	391718
Q8WW01	116461
	100288179
	106480781
	105375192
Q9BSV6	79042
Q7Z6J9	283989
P43897	10102
Q99816	7251
Q9BZW7	80705
Q3SY00	254187
Q96PP4	114960
P01222	7252
P16473	7253
	7254
	7255
	7256
Q6ZSZ6	10194
Q9NRE2	128553
Q63HK5	57616
	9383
Q9UJT2	60385
Q8WUA8	25987
Q969D9	85480
Q15631	7247
Q96NA8	203062
Q99598	7257
	100303453
Q2TAA8	55815
O60635	10103
O60636	10100
O60637	10099
O14817	7106
P62079	10098
O43657	7105
P41732	7102
P19075	7103
O75954	10867
	100874356
Q9H1Z9	83882
A1L157	441631
O95859	23554
O95857	27075
Q8NG11	81619
O95858	23555
Q9UKR8	26526
Q96FV3	26262
Q96SJ8	90139
	115253419
P0C672	144448
Q12999	6302
Q96QS1	10077
Q86UF1	340348
Q8WU66	54084
	54082
P59090	114043
B1AH88, P30536	706
Q5TGU0	222642
O95153	9256
	100506779
Q01534	7258
A6NKD2	64591
P0CV98	728137
P0CV99	728395
	379027
	653174
	653288
P0CW00	728403
	728132
P0CW01	100289087
	347584
	377997
	378001
	378013
	642631
	727969
	100132124
	642796
	100132504
	100130848
	100287055
	100286996
	100286964
	100874287
	100874288
Q9H489	128854
Q9H0U9	7259
Q9H2G4	64061
Q9UJ04	23270
Q86VY4	85453
Q8N831	388951
Q2NL82	55720
Q969E8	90121
Q9UJK0	115939
	650368
Q9Y5U2	10078
	23752
Q9BXA7	83942
Q96PF2	23617
Q96PN8	81629
Q6SA08	283629
	648630
Q9BXA6	83983
Q16762	7263
Q13630	7264
Q8NFU3	100131187
Q5T7W7	158427
H0UI37	100130890
Q5TCY1	84630
Q6IQ55	146057
Q99614	7265
P53804	7267
	100874006
	286495
O95801	7268
	222052
Q8N0Z6	91875
Q86TZ1	319089
Q9ULT0	57217
Q86TV6	145567
Q8TAM2	123016
Q92623	23508
Q8N6N2	148014
Q8N5M4	283237
Q9H892	54970
Q8NBP0	79573
Q96N46	151613
Q8NEE8	158248
Q96AE7	55761
Q6DKK2	54902
Q8NDW8	199223
Q7Z4L5	79809
	100506134
Q5TAA0	55001
Q5W5X9	64927
Q6PF05	153657
A2A3L6	164118
Q96NG3	83538
A0AVF1	79989
Q6P3X3	55622
Q96AY4	23331
	284900
Q8NA56	83894
Q86WT1	92104
Q8N4P2	150737
Q49AM3	64427
Q5I0X7	130502
Q6PID6	23548
A8MYJ7	100287898
A6NLP5	143941
Q6PGP7	9652
Q5R3I4	55020
Q5SRH9	22996
	102724097
Q5VTQ0	158219
Q8N584	125488
	102724246
	100288825
	646640
Q6P2S7	253724
Q15361	7270
Q9UNY4	8458
O43156	9675
Q6NXR4	80185
P33981	7272
Q8NG68	150465
O95922	25809
Q9BWV7	83887
Q9Y4R7	26140
Q14679	9654
Q6EMB2	23093
Q8N841	284076
Q6ZT98	79739
	100874314
A6PVC2	164714
Q3SXZ7	164395
Q6ZVT0	254173
	100506376
Q8NHH1	158135
	105376261
Q14166	23170
A6NNM8	440307
Q8WZ42	7273
	100506866
P49638	7274
Q9BTX7	79183
P02766	7276
	50858
	100101116
	60439
	100101117
	114760
	474148
	114761
	474149
	474150
	83863
	84672
	441543
	246122
	100101120
	84673
	100101118
	83864
	425057
Q9BZA0	246119
	83866
Q9BZ98	83867
Q9BZ97	83868
	100287735
	100287979
	83869
	64595
	252948
	252949
	474151
	474152
	252950
	252952
	252951
	252953
	100101115
	252954
	252955
	100101121
	100287941
	100287026
	100287818
	100287874
	100287606
	100287167
	100287844
	100287905
Q9H313	57348
Q9BSA4	94015
Q9C0H2	80727
P50607	7275
	101927917
Q71U36	7846
P68363	10376
Q9BQE3	84790
P0DPH7	7278
P0DPH8	113457
Q6PEY2	112714
	113691
	645348
P68366	7277
Q9H853	80086
Q9NY65	51807
A6NHL2	79861
	54016
	399942
	100419007
	106479041
P07437	203068
Q9H4B7	81027
	349448
	140004
Q13885	7280
Q9BVA1	347733
	100132153
Q13509	10381
	100288513
	100130187
P04350	10382
	402422
P68371	10383
	106478981
	100418974
	106480746
	106480434
	106480747
	100996306
	442271
Q9BUF5	84617
	100418964
	56604
Q3ZCM7	347688
A6NNZ2	260334
	100418937
	106478982
	132719
	260338
	121014
	200149
	197331
	102723626
	255208
	391171
	388579
	92755
	647000
	326106
	493816
	643224
	442308
	100533620
	101927519
	442210
	100418902
	106480745
Q9UJT1	51174
Q9UJT0	51175
P23258	7283
	442673
Q9NRH3	27175
Q9BSJ2	10844
Q96CW5	10426
Q9UGJ1	27229
Q96RT8	114791
Q96RT7	85378
P49411	7284
	645668
Q9NNX1	7286
	55000
O00294	7287
O00295	7288
O75386	7289
	100128017
Q9NRJ4	56995
	100507043
Q2TAM9	286319
O75896	11334
	359794
	112552163
Q13454	7991
	285194
	400128
Q9H6E5	64852
Q5TAX3	23318
Q5VYS8	79670
A6NH52	780776
Q9NYZ1	51030
	100129124
	100421473
Q96ET8	201158
	100533496
	100421599
	261735
Q12792	5756
	619519
	494555
Q6IBS0	11344
Q15672	7291
Q8WVJ9	117581
Q3B726	221830
Q96RR1	56652
Q9GZX9	57045
P42681	7294
P40222	200081
Q8N3L3	167838
Q9NUQ3	55787
Q9BZA5	246126
P10599	7295
Q99757	25828
	100505690
Q86VQ3	84203
Q8NBS9	81567
Q6A555	255220
O14530	10190
Q6PKC3	51061
O95881	51060
	104355143
Q96J42	79770
Q9P2K2	57544
Q9BRA2	84817
Q9H3M7	10628
O43396	9352
	100419095
P83876	10907
	100131482
Q9NX01	54957
	93202
	171416
	171419
	124974
	151276
	171560
	106480275
Q16881	7296
Q9NNW7	10587
Q86VQ6	114112
P29597	7297
P19971	1890
P04818	7298
Q8TAI1	494514
	100419610
	109729122
P14679	7299
	7300
Q06418	7301
	7302
O43914	7305
P17643	7306
Q2T9J0	219743
Q9NV66	55253
Q6NUM6	441250
	100533847
Q6IPR3	127253
A2RUC4	129450
Q01081	7307
Q8WU68	199746
P0DN76	102724594
P26368	11338
O15042	23350
Q9BZF9	55075
Q16222	6675
Q3KQV9	91373
P22314	7317
Q9UBT2	10054
Q8TBC4	9039
Q9GZZ9	79876
A0AVT1	55236
	550112
P41226	7318
P62987	7311
	7312
	7313
	122837
	100271030
	100271031
	100130239
	100128617
	100271343
	100271344
Q9BSL1	10422
Q8NBM4	337867
	100289373
Q8TB05	124402
Q8IYN6	283991
Q9NZ09	51271
F5GYI3	390595
Q5T6F2	55833
Q14157	9898
P57075	53347
Q8TF42	84959
P0CG47	7314
	7315
	23668
	23667
	23666
	100873783
P0CG48	7316
O15205	10537
	100286971
P49459	7319
P63146	7320
O00762	11065
	326105
	646595
	100129983
	283711
	100874260
P51668	7321
P62837	7322
P61077	7323
	105377348
	100037280
	100130139
	100874262
	100131800
Q9Y2X8	51619
Q8IWF7	100131816
P51965	7324
	100874092
Q96LR5	7325
	100505877
Q969T4	10477
	286480
Q969M7	140739
	100533179
	100421436
	101060189
	106480360
P62253	7326
P60604	7327
P62256	7328
	646463
P63279	7329
Q9Y385	51465
Q8N2K1	118424
P61086	3093
	283556
	100506424
P68036	7332
	7333
A0A1B0GUS4	171222
O14933	9246
P61081	9040
	606551
P61088	7334
Q5JXB2	389898
	100288613
Q9C0C9	63893
Q7Z7E8	55585
	100874097
Q8WVN8	92912
H0YL09	100505679
	388165
	100134869
	100421716
	100421717
	100421769
	100421766
	100421771
	106480276
	101928256
	100421767
	100421768
A1L167	134111
Q712K3	54926
	101929665
Q16763	27338
	246719
	440406
Q9NPD8	29089
Q5VVX9	148581
Q13404	7335
	170556
	730052
	359798
	102724816
	100287173
	100287279
	106481746
	102724706
	100131981
	102724605
	102723977
	106479048
	100505982
	100289623
	100288170
Q15819	7336
	100128493
	104548970
	100421341
	106480802
Q96B02	55284
	619457
Q9H832	65264
Q05086	7337
	7338
	7339
Q7Z3V4	89910
Q15386	9690
Q7Z6J8	90025
Q14139	9354
O95155	10277
O14562	56061
	100130484
Q9Y5Z9	29914
O95164	5412
P11441	8266
Q8N7F7	164153
Q9BZL1	59286
	100130803
	100287215
	100129031
	106480800
Q96S82	84993
	440288
Q8WVY7	134510
Q9NPG3	29855
Q6ZU65	254048
O94941	22888
	100134015
Q9NZI7	7342
Q9UMX0	29979
	387117
Q9UHD9	29978
Q9H347	50613
Q9NRR5	56893
	285329
	100131393
Q8IYU4	143630
Q8IWV7	197131
Q8IWV8	23304
Q6ZT12	130507
Q5T4S7	23352
O95071	51366
	101927221
Q8N806	55148
Q9HAC8	80019
Q8WUN7	92181
P17480	7343
P0CB47	642623
	120126
	129870
	728231
P0CB48	643615
	646759
	643182
	100128427
	106480293
	442446
Q04323	51035
P68543	165324
Q14CS0	137886
Q92575	23190
Q9BZV1	80700
O94888	26043
	100874034
O00124	7993
